City,id,Country,Lat,Lng
muscat,287286,OM,23.613871,58.592201
cidreira,3466165,BR,-30.181109999999997,-50.205559
torbay,6167817,CA,47.666592,-52.73135
meulaboh,1214488,ID,4.1363,96.128502
lebu,3883457,CL,-37.616669,-73.650002
kimbe,2093967,PG,-5.55021,150.142853
haines junction,5969025,CA,60.752159,-137.510818
longyearbyen,2729907,SJ,78.218597,15.640070000000001
central point,5718601,US,42.375961,-122.916428
kenai,5866063,US,60.55444,-151.258331
ilulissat,3423146,GL,69.216667,-51.099998
guerrero negro,4021858,MX,27.976940000000003,-114.06111100000001
kruisfontein,986717,ZA,-34.00333,24.731420999999997
laytown,2963007,IE,53.681938,-6.23917
coari,3664539,BR,-4.085,-63.141392
arlit,2447513,NE,18.73694,7.385280000000001
luxor,360502,EG,25.698930999999998,32.642101000000004
lufilufi,4035249,WS,-13.87449,-171.598572
zhengjiatun,2033135,CN,43.50639,123.50639299999999
half moon bay,5354943,US,37.463551,-122.42858899999999
belinskiy,578045,RU,52.964741000000004,43.416470000000004
verkhnevilyuysk,2013639,RU,63.445278,120.316673
ingham,2162737,AU,-18.65,146.166672
achacachi,3924610,BO,-16.049999,-68.683327
srednekolymsk,2121025,RU,67.449997,153.683334
nerchinskiy zavod,2019323,RU,51.3088,119.610001
east london,1006984,ZA,-33.015289,27.911619
solhan,300377,TR,38.963378999999996,41.029308
mnogovershinnyy,2019935,RU,53.935280000000006,139.924164
chabahar,1161724,IR,25.291901,60.643002
awjilah,88533,LY,29.108061,21.286939999999998
batemans bay,2176639,AU,-35.716671000000005,150.183334
dustlik,1514125,UZ,40.524719,68.03582800000001
staryy nadym,1490918,RU,65.611816,72.684174
vryburg,942511,ZA,-26.956590999999996,24.728399
poum,2138555,NC,-20.23333,164.016663
chokurdakh,2126123,RU,70.63333100000001,147.916672
usinsk,863061,RU,65.993889,57.528061
belaya gora,2126785,RU,68.533333,146.416672
vestmannaeyjar,3412093,IS,63.442730000000005,-20.27339
kiunga,2093846,PG,-6.12193,141.290604
arinos,3471522,BR,-15.916939999999999,-46.10556
skotterud,3138532,NO,59.982811,12.12825
demyansk,566629,RU,57.643009,32.466
terra santa,3386467,BR,-2.10417,-56.486938
posse,3452599,BR,-14.093060000000001,-46.369438
lengshuijiang,1804169,CN,27.688060999999998,111.42944299999999
mogadishu,53654,SO,2.0371099999999998,45.34375
trelew,3833883,AR,-43.248951,-65.305054
medea,3217444,IT,45.91806,13.424170000000002
broken hill,2173911,AU,-31.950001,141.433334
valleyview,6173220,CA,55.06673000000001,-117.285851
boca do acre,3664956,BR,-8.75222,-67.39778100000001
walvis bay,3359638,,-22.9575,14.505279999999999
kangaatsiaq,3422683,GL,68.30648000000001,-53.46405
megion,1499053,RU,61.029598,76.113602
alugan,1731248,PH,12.2188,125.480797
toktogul,1538648,KG,41.870789,72.940201
yanam,1252795,IN,16.73333,82.216667
kieta,2094027,PG,-6.21667,155.633331
hambantota,1244926,LK,6.1241,81.1185
kitui,191038,KE,-1.36696,38.010559
nacala,1035025,MZ,-14.542779999999999,40.672779
taoudenni,2450173,ML,22.678329,-3.9836099999999997
yaremche,688455,UA,48.458332,24.551945
ust-nera,2120048,RU,64.566673,143.199997
new port richey,4165869,US,28.244181,-82.719269
zavodouspenskoye,1485354,RU,56.862559999999995,65.01553299999999
santiago del estero,3835869,AR,-27.795111,-64.26149000000001
inuvik,5983607,CA,68.349861,-133.721817
nsanje,924572,MW,-16.91995,35.261990000000004
ushirombo,149129,TZ,-3.49194,31.963890000000003
tinskoy,1489571,RU,56.1525,96.916107
talara,3691582,PE,-4.57722,-81.27194200000001
oum hadjer,2426370,TD,13.2954,19.6966
yar-sale,1486321,RU,66.83332800000001,70.83332800000001
angoram,2100765,PG,-4.062530000000001,144.066086
pahrump,5509851,US,36.208290000000005,-115.98391000000001
itaituba,3397967,BR,-4.27611,-55.983608
aklavik,5882953,CA,68.219131,-135.010712
leningradskiy,2123814,RU,69.38333100000001,178.416672
balmedie,2656454,GB,57.250519,-2.06163
roald,3141667,NO,62.583328,6.13333
te anau,2181625,NZ,-45.416672,167.716675
ketchikan,5554428,US,55.34222,-131.646103
mineiros,3457147,BR,-17.569441,-52.551109
cabo san lucas,3985710,MX,22.890881,-109.912376
kaeo,2189343,NZ,-35.099998,173.783325
tororo,226110,UG,0.69299,34.180851000000004
great yarmouth,2647984,GB,52.608311,1.73052
nokaneng,933211,BW,-19.66667,22.26667
sorong,1626542,ID,-0.88333,131.25
caravelas,3466980,BR,-17.712549,-39.248138
keetmanshoop,3356264,,-26.58333,18.133329
nizhniy baskunchak,520798,RU,48.21978,46.831051
tutayev,480122,RU,57.885288,39.5406
necochea,3430443,AR,-38.547259999999994,-58.736752
codrington,2171099,AU,-38.26667,141.966675
mazamari,3935102,PE,-11.32583,-74.53083000000001
pevek,2122090,RU,69.700829,170.313324
laizhou,1804578,CN,37.171669,119.92138700000001
batagay-alyta,2027042,RU,67.80056,130.411392
qaqortoq,3420846,GL,60.716671,-46.033328999999995
kerchevskiy,551047,RU,59.945961,56.288368000000006
balikpapan,1650527,ID,-1.2675299999999998,116.828873
tigzirt,2476660,DZ,36.888560999999996,4.11984
dubti,338554,ET,11.73611,41.085281
koygorodok,543396,RU,60.444981000000006,50.996798999999996
salina cruz,3520064,MX,16.16667,-95.199997
cururupu,3401148,BR,-1.82833,-44.868328000000005
luwuk,1637001,ID,-0.9516,122.787498
lasa,3175096,IT,46.616611,10.70016
shchors,694273,UA,51.818649,31.945040000000002
grand gaube,934479,MU,-20.00639,57.66083100000001
severnyy-kospashskiy,496307,RU,59.092541000000004,57.8008
maniwaki,6065262,CA,46.383410999999995,-75.966049
beyneu,610298,KZ,45.316669,55.200001
constitucion,3442939,UY,-31.08333,-57.833328
xining,1788852,CN,36.616669,101.76666999999999
isiolo,196231,KE,0.35462,37.58218
itoman,1861280,JP,26.12472,127.66944099999999
sangar,2017215,RU,63.924170999999994,127.47389199999999
tres arroyos,3833859,AR,-38.373940000000005,-60.27978100000001
jimma,333772,ET,7.66667,36.833328
wokha,1252840,IN,26.1,94.26666999999999
beringovskiy,2126710,RU,63.049999,179.316666
ocland,672031,RO,46.166672,25.41667
hami,1529484,CN,42.799999,93.449997
ust-tsilma,477940,RU,65.44104,52.14978
coquimbo,3893629,CL,-29.953328999999997,-71.343613
muravlenko,1540711,RU,63.789768,74.52301
musiri,1262380,IN,10.93333,78.449997
komsomolskiy,1513491,UZ,40.427219,71.718887
polunochnoye,1494482,RU,60.869719999999994,60.415279000000005
krasnoturansk,1502063,RU,54.318611,91.563889
puri,1259184,IN,19.799999,85.849998
linfen,1803567,CN,36.08889,111.51888999999998
talnakh,1490256,RU,69.48650400000001,88.39720200000001
qandala,53157,SO,11.471969999999999,49.872822
vila velha,3445026,BR,-20.329720000000002,-40.2925
cruzeiro do sul,3465080,BR,-29.512779,-51.985279
tuatapere,2180815,NZ,-46.133331,167.683334
kitimat,5993072,CA,54.052441,-128.653427
mujiayingzi,2035707,CN,42.116669,118.78333300000001
honolulu,5856195,US,21.30694,-157.858337
moundou,2427455,TD,8.56667,16.08333
maldonado,3441894,UY,-34.900002,-54.950001
canavieiras,3467577,BR,-15.675,-38.94722
atar,2381334,MR,20.516859,-13.04986
langsa,1214724,ID,4.4683,97.9683
martapura,1636022,ID,-3.41667,114.849998
comodoro rivadavia,3860443,AR,-45.866669,-67.5
carutapera,3402648,BR,-1.195,-46.02
suoyarvi,486186,RU,62.083328,32.349998
chimbote,3698304,PE,-9.085280000000001,-78.578331
swift current,6160603,CA,50.283371,-107.801353
drayton valley,5942547,CA,53.21682,-114.98544299999999
onomichi,1853992,JP,34.416672,133.199997
vao,2137773,NC,-22.66667,167.483337
los llanos de aridane,2514651,ES,28.658509999999996,-17.918209
quang ngai,1568770,VN,15.116670000000001,108.800003
tabou,2281120,CI,4.42295,-7.3528
samarai,2132606,PG,-10.61667,150.666672
lebedinyy,2020871,RU,58.51667,125.51666999999999
vila,7117100,PT,42.030398999999996,-8.1588
ambunti,2100933,PG,-4.23653,142.844849
mangochi,927246,MW,-14.47815,35.264480999999996
savalou,2391895,BJ,7.92807,1.97558
kutum,371745,SD,14.2,24.66667
cap malheureux,934649,MU,-19.984171,57.614169999999994
yeghegnavan,174709,AM,39.837990000000005,44.625309
nhulunbuy,2064735,AU,-12.23333,136.766663
paratinga,3455029,BR,-12.690560000000001,-43.18417
bonthe,2409914,SL,7.526389999999999,-12.505
cam ranh,1586350,VN,11.921439999999999,109.159126
lahaina,5849996,US,20.87833,-156.682495
livenka,534717,RU,50.4491,38.295898
buin,3897774,CL,-33.73333,-70.75
pangoa,3933104,PE,-12.11667,-73.0
san policarpo,1688696,PH,12.1791,125.507202
kibungo,202068,RW,-2.1597,30.5427
belonia,1276502,IN,23.252781,91.45139300000001
dabat,340358,ET,12.984169999999999,37.764998999999996
gazojak,1514792,TM,41.187462,61.403599
severomorsk,496278,RU,69.068893,33.416222
huarmey,3939168,PE,-10.068060000000001,-78.152222
srikakulam,1255647,IN,18.299999,83.900002
horadiz,148003,AZ,39.448769,47.335312
kabo,2386042,CF,7.69937,18.62903
gimli,5961417,CA,50.633621000000005,-96.990662
viedma,3832899,AR,-40.81345,-62.996681
lensk,2020838,RU,60.725281,114.92778
labuhan,8079926,ID,-6.8844,112.205101
uvalde,4738721,US,29.209681,-99.786171
hualmay,3939761,PE,-11.09639,-77.613892
bonavista,5905393,CA,48.649891,-53.114738
urengoy,1488414,RU,65.966667,78.36666899999999
port-gentil,2396518,GA,-0.71933,8.78151
novoagansk,1497210,RU,61.944901,76.662498
pangody,1495626,RU,65.850021,74.48593100000001
mahendranagar,1283095,NP,28.91667,80.33332800000001
diego de almagro,3892454,CL,-26.366671000000004,-70.050003
ginir,336454,ET,7.13333,40.700001
kailua,5847486,US,21.40222,-157.739441
nabire,1634614,ID,-3.3666699999999996,135.483337
ostrovnoy,556268,RU,68.053062,39.513062
puerto baquerizo moreno,3652758,EC,-0.9,-89.599998
ouadda,236901,CF,8.07771,22.400748999999998
starotimoshkino,488608,RU,53.71908199999999,47.531158000000005
kovdor,543508,RU,67.566162,30.475759999999998
monkey bay,926308,MW,-14.0728,34.920052
eyemouth,2649784,GB,55.8713,-2.0901
narsaq,3421719,GL,60.916672,-46.049999
nizhniy kuranakh,2019135,RU,58.83528100000001,125.486938
tocopilla,3869716,CL,-22.09198,-70.19792199999999
scottsbluff,5699404,US,41.866631,-103.667168
trairi,3386177,BR,-3.2777800000000004,-39.26889
kupang,2057087,ID,-10.16667,123.58332800000001
latung,1707108,PH,5.5,120.88333100000001
leshukonskoye,535839,RU,64.89894100000001,45.762199
de-kastri,2126018,RU,51.466671000000005,140.783325
sakaiminato,1853174,JP,35.549999,133.233337
umba,479071,RU,66.687057,34.342918
pacific grove,5380437,US,36.617740999999995,-121.916618
singapore,1880252,SG,1.28967,103.85006700000001
marsh harbour,3571913,BS,26.541240999999996,-77.063599
simao,1794209,CN,22.788629999999998,100.974808
kasongo-lunda,2315026,CD,-6.46667,16.816669
zelenoborskiy,463838,RU,66.845001,32.362221000000005
sistranda,3139597,NO,63.725552,8.834019999999999
karatuzskoye,1504442,RU,53.60722,92.86666899999999
oistins,3373652,BB,13.06667,-59.533329
dubbo,2168305,AU,-32.25,148.616669
ogembo,182498,KE,-0.7984,34.725311
la ronge,6050066,CA,55.100128000000005,-105.284218
tilichiki,2120591,RU,60.466671,166.100006
kijang,1640044,ID,0.9,104.63333100000001
mormugao,1263494,IN,15.4,73.800003
bosaso,64013,SO,11.28421,49.18158
goba,336350,ET,7.0166699999999995,39.98333
vredefort,942683,ZA,-27.008051000000002,27.364599
guangyuan,1806466,CN,32.44202,105.822998
xiongyue,2033630,CN,40.177368,122.122841
mandalgovi,2030065,MN,45.762501,106.27082800000001
saravena,3668257,CO,6.953760000000001,-71.875229
plettenberg bay,964712,ZA,-34.052738,23.371599
birao,240210,CF,10.284880000000001,22.788179
shirokiy,2016680,RU,49.757999,129.522995
college,5859699,US,64.856941,-147.80278
zhigalovo,2012532,RU,54.809718999999994,105.157784
mehamn,778707,NO,71.035698,27.849171000000002
loukhi,533964,RU,66.076385,33.038055
tygda,2014743,RU,53.116668999999995,126.33332800000001
kulhudhuffushi,1337613,MV,6.62207,73.06997700000001
barroquinha,3406041,BR,-3.0188900000000003,-41.136108
barzas,1510817,RU,55.716671,86.316673
talaya,2120769,RU,61.383331000000005,152.75
high level,5975004,CA,58.51688000000001,-117.13604699999999
baykit,1510689,RU,61.669998,96.370003
la macarena,3827693,CO,2.18367,-73.784851
alyangula,2079582,AU,-13.848329999999999,136.419174
vanavara,2013727,RU,60.34,102.27971600000001
ahipara,2194098,NZ,-35.166672,173.166672
kohlu,1173464,PK,29.896151,69.251991
baijiantan,1529626,CN,45.633331,85.183327
moranbah,6533368,AU,-22.001631,148.046616
gander,5959335,CA,48.96822,-54.590641000000005
irbit,1505526,RU,57.670520999999994,63.070999
nuuk,3421319,GL,64.183472,-51.721569
namibe,3347019,AO,-15.196110000000001,12.15222
kushima,1895695,JP,31.45833,131.233337
sampit,1628884,ID,-2.53333,112.949997
mitsamiouli,921786,KM,-11.38472,43.284439
hoopstad,995573,ZA,-27.832741,25.908331
chiang khong,1611197,TH,20.26125,100.40460999999999
tame,3667478,CO,6.461,-71.730042
kyshtovka,1501000,RU,56.554981000000005,76.62712900000001
bahir dar,342884,ET,11.593639999999999,37.39077
namatanai,2090021,PG,-3.66667,152.433334
champerico,3598787,GT,14.3,-91.91667199999999
egvekinot,4031742,RU,66.316673,-179.166672
khorramshahr,127319,IR,30.439698999999997,48.166401
patea,2206361,NZ,-39.758331,174.483337
ucluelet,6171633,CA,48.932911,-125.552834
sakakah,102527,SA,29.96974,40.206409
port-cartier,6111696,CA,50.033390000000004,-66.865448
calbuco,3897334,CL,-41.768009,-73.127296
dudinka,1507116,RU,69.40583000000001,86.17778
sibu,1735902,MY,2.3,111.816673
onguday,1496130,RU,50.75,86.150002
korla,1529376,CN,41.75972,86.14694200000001
novaya igirma,2019004,RU,57.1334,103.911201
beloha,1067565,MG,-25.16667,45.049999
tevaitoa,4033375,PF,-16.783331,-151.5
pryazha,504409,RU,61.692581000000004,33.621590000000005
byron bay,2172880,AU,-28.65,153.616669
surt,2210553,LY,30.33333,16.5
makushino,1500036,RU,55.21028100000001,67.244171
loa janan,1637510,ID,-0.58295,117.095032
pontes e lacerda,3453060,BR,-15.22611,-59.33528100000001
ambilobe,1082243,MG,-13.2,49.049999
kuvandyk,538138,RU,51.4781,57.355202
naifaru,1337616,MV,5.444380000000001,73.365707
watsa,204283,CD,3.0371599999999996,29.535509
koumra,2429605,TD,8.912560000000001,17.553921
mingguang,1800519,CN,32.78017,117.963783
khandyga,2022773,RU,62.666672,135.600006
puerto quijarro,3444201,BO,-17.783331,-57.76667
ulaangom,1515029,MN,49.98111,92.066673
honiara,2108502,SB,-9.43333,159.949997
sozimskiy,489910,RU,59.741779,52.248211
balagansk,2027198,RU,54.010281000000006,103.054443
lilongwe,927967,MW,-13.966920000000002,33.787251
bria,239899,CF,6.542330000000001,21.98633
bassano,5894642,CA,50.783421000000004,-112.46853600000001
fort-shevchenko,609906,KZ,44.508629,50.262959
kemin,1528606,KG,42.78458,75.689171
west milford,5106279,US,41.131209999999996,-74.36737099999999
ndola,901344,ZM,-12.95867,28.636589
muisne,3653967,EC,0.6,-80.033333
shar,1519275,KZ,49.588612,81.04528
rafai,236524,CF,4.95,23.91667
luganville,2136150,VU,-15.53333,167.166672
kavieng,2094342,PG,-2.57444,150.79669199999998
toora-khem,1489401,RU,52.467499,96.110001
tarnalelesz,714951,HU,48.049999,20.183331
kargasok,1504382,RU,59.055561,80.857224
cap-aux-meules,5915327,CA,47.38208,-61.859680000000004
tupik,2014836,RU,54.425301,119.932701
sioux lookout,6148373,CA,50.100071,-91.916969
uwajima,1926020,JP,33.223751,132.560013
iskateley,866062,RU,67.68026,53.151168999999996
saraza,1687167,PH,8.735560000000001,117.779999
edd,338345,ER,13.929720000000001,41.692501
makakilo city,5850554,US,21.346939000000003,-158.085831
malkara,741771,TR,40.889998999999996,26.90111
ostrogozhsk,514198,RU,50.866402,39.075619
kuching,1735634,MY,1.55,110.33332800000001
kassala,372753,SD,15.45099,36.399978999999995
khilok,2022463,RU,51.367401,110.467598
port jervis,5132016,US,41.375091999999995,-74.692657
marovoay,1059507,MG,-16.1,46.633331
sonoita,3982837,MX,31.85,-112.83332800000001
markova,701802,UA,48.675758,24.41382
barabinsk,1510916,RU,55.35709,78.356972
lodwar,189280,KE,3.11911,35.597271
amurzet,2027740,RU,47.696671,131.098053
bang mun nak,1619400,TH,16.027809,100.379173
qasigiannguit,3420768,GL,68.81926,-51.192211
assiniboia,5887798,CA,49.633362,-105.98445900000002
jaisalmer,1269507,IN,26.914684,70.918076
qinzhou,1797551,CN,21.950001,108.61666899999999
warri,2319133,NG,5.5166699999999995,5.75
yatou,1786855,CN,37.150002,122.38333100000001
yazman,1162316,PK,29.12122,71.744591
hudiksvall,2704613,SE,61.72897,17.103579999999997
vievis,593191,LT,54.76667,24.799999
mocorito,3995652,MX,25.48333,-107.91667199999999
ystad,2662149,SE,55.429660999999996,13.82041
ziarat,1162094,PK,30.382299,67.728218
bonnyville,5905616,CA,54.266842000000004,-110.735046
kyzyl,1500973,RU,51.700001,94.449997
tual,1623197,ID,-5.66667,132.75
ugoofaaru,1337619,MV,5.66667,73.0
oranjemund,3354071,,-28.549999,16.433331
kundiawa,2093059,PG,-6.0166699999999995,144.966675
okhotsk,2122605,RU,59.383331000000005,143.300003
waipawa,2206874,NZ,-41.41222,175.515274
